scene_id,im_id,obj_id,score,R,t,time
55,1176,14,0.999992847442627,0.9173840880393982  0.37423962354660034  0.13546733558177948  0.25739359855651855  -0.2982501685619354  -0.9191275835037231  -0.30357077717781067  0.8780614137649536  -0.3699367344379425,-49.06307905912399  49.335069954395294  932.0213794708252,-1
48,47,14,0.9999822378158569,0.7681843042373657  -0.6401281952857971  0.011343304067850113  -0.14897285401821136  -0.19594967365264893  -0.9692319631576538  0.6226555109024048  0.7428590059280396  -0.24588721990585327,-17.988262698054314  -115.49726128578186  852.513313293457,-1
55,1103,14,0.9999955892562866,0.8387987613677979  0.5274447202682495  0.13497649133205414  0.3107299506664276  -0.2602096199989319  -0.9141870141029358  -0.44706088304519653  0.8087602853775024  -0.3821564316749573,-38.42586278915405  55.152080953121185  922.092854976654,-1
55,562,14,0.9999872446060181,-0.44696974754333496  -0.8939877152442932  -0.03168869763612747  -0.37682080268859863  0.22029177844524384  -0.8997097611427307  0.8113101720809937  -0.390202134847641  -0.4353368878364563,-93.38317811489105  58.24548006057739  1026.585578918457,-1
55,1717,14,0.9999977350234985,0.9251251220703125  -0.3213178217411041  0.20223377645015717  0.10621630400419235  -0.29235318303108215  -0.9503934383392334  0.36450207233428955  0.9007134437561035  -0.23633408546447754,16.69696532189846  62.679722905159  869.985044002533,-1
55,1585,14,0.9999980926513672,0.9804009199142456  -0.17957977950572968  0.08102559298276901  0.04023464769124985  -0.2200988531112671  -0.9746474623680115  0.19286061823368073  0.95880526304245  -0.2085597813129425,-19.89922486245632  52.99773812294006  893.4259414672852,-1
48,1113,14,0.9999953508377075,0.9983953833580017  -0.03944221884012222  0.04063177853822708  0.0284563135355711  -0.2708962559700012  -0.9621879458427429  0.048957839608192444  0.9618003368377686  -0.2693391740322113,99.1147980093956  -86.68375760316849  1033.4337949752808,-1
48,1639,14,0.9999988079071045,0.9533430337905884  0.28629717230796814  0.09576557576656342  0.1357811689376831  -0.12331657111644745  -0.9830344319343567  -0.26963046193122864  0.9501721262931824  -0.1564367562532425,116.77258461713791  -40.53175449371338  1023.5129594802856,-1
48,1107,14,0.9999910593032837,0.9842200875282288  0.1735328733921051  0.034600354731082916  0.0712379738688469  -0.20959687232971191  -0.9751894474029541  -0.16197530925273895  0.9622658491134644  -0.21865159273147583,83.45015347003937  -92.53636002540588  1025.579333305359,-1
48,1626,14,0.9999996423721313,0.9781360626220703  0.1875479519367218  0.0898645669221878  0.11723276972770691  -0.1403389573097229  -0.9831386208534241  -0.17177411913871765  0.9721784591674805  -0.15925735235214233,105.94967752695084  -41.95834323763847  1022.651195526123,-1
55,205,14,0.9999974966049194,0.4637312591075897  0.8852183818817139  0.03663363680243492  0.3948915898799896  -0.16950055956840515  -0.9029564261436462  -0.7931041121482849  0.43319544196128845  -0.4281679689884186,-156.05971217155457  53.56120318174362  966.0841226577759,-1
48,112,14,0.9999556541442871,0.7933799028396606  -0.6087214350700378  -0.0025269598700106144  -0.177354633808136  -0.22718095779418945  -0.9575668573379517  0.5823173522949219  0.7601625919342041  -0.28820040822029114,14.426116831600666  -118.69631707668304  869.4635033607483,-1
48,1083,14,0.9999967813491821,0.9957766532897949  -0.08137449622154236  0.042509693652391434  0.01780111715197563  -0.2831059992313385  -0.9589235186576843  0.09006665647029877  0.9556303024291992  -0.28046178817749023,90.00857919454575  -84.84674245119095  1013.6256217956543,-1
48,1090,14,0.9999945163726807,0.9908824563026428  0.12994977831840515  0.03556836396455765  0.06257545202970505  -0.21009422838687897  -0.9756764769554138  -0.1193162202835083  0.9690064787864685  -0.21631035208702087,80.49521595239639  -79.03140783309937  1013.4285688400269,-1
55,1120,14,0.9999983310699463,0.8463773131370544  0.5124256610870361  0.14513905346393585  0.2908117175102234  -0.21635791659355164  -0.9319966435432434  -0.44617706537246704  0.8310289978981018  -0.33213987946510315,-41.09353944659233  52.87879705429077  934.6789717674255,-1
55,1563,14,0.9999982118606567,0.9832229614257812  -0.16666752099990845  0.0741262212395668  0.03537993133068085  -0.2244088053703308  -0.973852813243866  0.1789441704750061  0.960136890411377  -0.21474719047546387,-28.157511726021767  55.46007305383682  884.8357796669006,-1
48,1609,14,0.999998927116394,0.9934845566749573  -0.03895992785692215  0.10710125416517258  0.10273505002260208  -0.10066550970077515  -0.9896019697189331  0.04933622106909752  0.9941573739051819  -0.09600706398487091,110.79727113246918  -34.03932228684425  1017.6491737365723,-1
55,1592,14,0.9999935626983643,0.9932851791381836  -0.01935177482664585  0.1140623614192009  0.10378356277942657  -0.28662851452827454  -0.9524039030075073  0.05112422630190849  0.9578464031219482  -0.2826954424381256,-13.9436274766922  45.02524062991142  894.6709632873535,-1
55,663,14,0.999994158744812,0.712083101272583  0.6903668642044067  0.1277945637702942  0.3344214856624603  -0.17346873879432678  -0.926321268081665  -0.6173330545425415  0.7023549675941467  -0.35439765453338623,-102.53498703241348  83.67586135864258  1036.1337661743164,-1
55,513,14,0.9999974966049194,0.6305352449417114  0.7731131315231323  0.06871416419744492  0.33655545115470886  -0.19256140291690826  -0.9217649698257446  -0.6993967890739441  0.604331374168396  -0.3816121220588684,-73.02526384592056  72.36633449792862  1035.8935594558716,-1
55,1068,14,0.9999995231628418,0.8230636119842529  0.5391885638237  0.178443044424057  0.30633804202079773  -0.15689265727996826  -0.9389045834541321  -0.4782501757144928  0.8274421095848083  -0.29430660605430603,-36.46779805421829  60.95212697982788  931.1360120773315,-1
55,454,14,0.9999676942825317,-0.5337036848068237  -0.8449819087982178  -0.034146472811698914  -0.36602210998535156  0.2672082781791687  -0.8914187550544739  0.7623569369316101  -0.4632551074028015  -0.4518921375274658,-65.72744995355606  77.70989090204239  1028.8281440734863,-1
55,42,14,0.9999905824661255,-0.059523385018110275  0.9980289936065674  0.01987367682158947  0.5008105039596558  0.04707906022667885  -0.8642756342887878  -0.863507866859436  -0.041491664946079254  -0.5026257634162903,-86.12023293972015  72.18857854604721  971.8056917190552,-1
48,1583,14,0.9999984502792358,0.9888271689414978  0.06942463666200638  0.13191282749176025  0.14082390069961548  -0.14487840235233307  -0.9793769121170044  -0.048881545662879944  0.9870110750198364  -0.15303634107112885,104.80675101280212  -32.44325891137123  1026.9416570663452,-1
48,1605,14,0.999998927116394,0.9735689759254456  0.18862630426883698  0.12877780199050903  0.1545175462961197  -0.1287594735622406  -0.9795638918876648  -0.1681901216506958  0.9735714197158813  -0.154502272605896,114.07932639122009  -30.70487268269062  1037.099838256836,-1
55,546,14,0.9999752044677734,0.6899827122688293  0.7206851243972778  0.06735725700855255  0.32183000445365906  -0.2220982015132904  -0.9203792810440063  -0.6483437418937683  0.6567233800888062  -0.38518190383911133,-99.58939999341965  59.82997640967369  1043.914556503296,-1
48,2050,14,0.9999963045120239,0.8799571394920349  0.47505253553390503  0.0007524245884269476  0.025425322353839874  -0.045514535158872604  -0.9986401796340942  -0.4743722379207611  0.8787795901298523  -0.052129194140434265,74.53016191720963  -88.70267868041992  837.9973769187927,-1
55,1543,14,0.9999915361404419,0.9881492853164673  0.13491539657115936  0.07320349663496017  0.11285771429538727  -0.3153444230556488  -0.9422426223754883  -0.10403873026371002  0.9393380284309387  -0.3268336355686188,-32.763268798589706  58.23632702231407  891.2913799285889,-1
55,1046,14,0.9999982118606567,0.8302368521690369  0.5386196374893188  0.14351241290569305  0.2915666401386261  -0.20020221173763275  -0.9353652000427246  -0.47507455945014954  0.818418025970459  -0.32325875759124756,-43.18029433488846  64.42303210496902  937.0506405830383,-1
55,1164,14,0.9999978542327881,0.8952136039733887  0.4185822606086731  0.15290963649749756  0.27579477429389954  -0.2508711516857147  -0.9279013276100159  -0.3500424027442932  0.8728415369987488  -0.3400261402130127,-48.17093163728714  50.436586141586304  924.8846769332886,-1
55,360,14,0.9999910593032837,0.09177806228399277  -0.9957141280174255  -0.011404784396290779  -0.4737270474433899  -0.033585138618946075  -0.8800308704376221  0.875876247882843  0.08617030084133148  -0.4747791886329651,-97.77428209781647  46.590857207775116  1015.7493352890015,-1
55,1567,14,0.9999886751174927,0.9969739317893982  0.026392869651317596  0.0731201171875  0.07773036509752274  -0.32562026381492615  -0.9422999620437622  -0.0010606162250041962  0.9451321959495544  -0.32668644189834595,-27.607150375843048  56.86620995402336  890.6394839286804,-1
48,2160,14,0.9999921321868896,0.9583305716514587  -0.2835531532764435  -0.03464481234550476  -0.06930910050868988  -0.11314472556114197  -0.9911583065986633  0.27712610363960266  0.9522584676742554  -0.12808285653591156,77.31368392705917  -104.28737848997116  779.3614864349365,-1
55,1612,14,0.9999964237213135,0.9917308688163757  -0.02393038012087345  0.12608428299427032  0.1149793416261673  -0.2707233428955078  -0.9557660818099976  0.05700580030679703  0.9623597860336304  -0.26573318243026733,11.372651904821396  40.965475142002106  899.5510339736938,-1
48,1569,14,0.9999936819076538,0.9664922952651978  0.2265312522649765  0.12073177844285965  0.15095531940460205  -0.12117038667201996  -0.9810863137245178  -0.2076175957918167  0.9664374589920044  -0.1513063609600067,94.78133916854858  -46.57597839832306  1014.3070220947266,-1
55,920,14,0.999996542930603,0.6921947598457336  0.7081068754196167  0.13946817815303802  0.3635452091693878  -0.175166055560112  -0.9149599671363831  -0.6234592795372009  0.6840333342552185  -0.3786777853965759,-36.19728982448578  72.29247689247131  924.4901537895203,-1
55,1048,14,0.9999990463256836,0.8250043988227844  0.5440417528152466  0.152925506234169  0.30848875641822815  -0.20681768655776978  -0.9284724593162537  -0.4735000729560852  0.8131696581840515  -0.33845630288124084,-41.64819046854973  65.07077813148499  934.8933100700378,-1
48,1074,14,0.9999836683273315,0.9971534013748169  -0.07070848345756531  0.026183584704995155  0.0057833027094602585  -0.2745131850242615  -0.9615660905838013  0.0751786082983017  0.9589802026748657  -0.27332279086112976,80.21990954875946  -81.72241598367691  1011.0011100769043,-1
48,1588,14,0.9999982118606567,0.9888579249382019  -0.07548800855875015  0.1283036470413208  0.11637327820062637  -0.1454678475856781  -0.982495129108429  0.09283064305782318  0.9864790439605713  -0.13506221771240234,104.84778881072998  -31.474925577640533  1021.1460590362549,-1
55,1177,14,0.9999985694885254,0.8777610063552856  0.46035632491111755  0.13269399106502533  0.26420414447784424  -0.23406937718391418  -0.9356323480606079  -0.39966464042663574  0.856319785118103  -0.327085018157959,-48.57949540019035  49.80941489338875  929.4115304946899,-1
48,2051,14,0.9999756813049316,0.14553946256637573  0.9892737865447998  0.012477301061153412  0.18129384517669678  -0.014269215054810047  -0.9833254218101501  -0.9725999236106873  0.14537471532821655  -0.18142595887184143,69.13509964942932  -88.43053877353668  838.7781381607056,-1
48,1576,14,0.9999960660934448,0.9904308915138245  0.06581844389438629  0.12130291014909744  0.13003027439117432  -0.1505187600851059  -0.9800184965133667  -0.046244919300079346  0.9864136576652527  -0.1576368361711502,103.35414856672287  -35.02967953681946  1013.8407945632935,-1
55,62,14,0.9999406337738037,0.21510319411754608  -0.9765030145645142  -0.013139599934220314  -0.5107649564743042  -0.10102279484272003  -0.8537643551826477  0.8323760032653809  0.1903586983680725  -0.5204938054084778,-82.51066505908966  32.64923393726349  989.0111088752747,-1
48,1597,14,0.999997615814209,0.9746350646018982  0.17842614650726318  0.13509495556354523  0.15717998147010803  -0.11602166295051575  -0.9807310700416565  -0.1593141257762909  0.9770891070365906  -0.14112380146980286,98.38991612195969  -14.09267820417881  1026.4605283737183,-1
48,36,14,0.9999380111694336,0.7973126173019409  -0.603553831577301  0.003934107720851898  -0.1489981710910797  -0.20313900709152222  -0.967746913433075  0.5848865509033203  0.7710106372833252  -0.25189369916915894,-43.3766208589077  -114.45531249046326  848.7030267715454,-1
55,1064,14,0.9999955892562866,0.8119329214096069  0.559352457523346  0.16700217127799988  0.32849934697151184  -0.20132212340831757  -0.9227986931800842  -0.4825485348701477  0.8041108250617981  -0.3472069799900055,-36.65212169289589  61.65815144777298  930.3678870201111,-1
48,1027,14,0.9999945163726807,0.9999295473098755  -0.011065402999520302  -0.004310427233576775  -0.007223581429570913  -0.2786616086959839  -0.9603622555732727  0.009425641968846321  0.9603255987167358  -0.2787218391895294,91.94764494895935  -92.20924228429794  987.0824813842773,-1
48,1120,14,0.999998927116394,0.9925427436828613  0.11802716553211212  0.03046959824860096  0.05544421076774597  -0.2145136296749115  -0.9751461148262024  -0.10855759680271149  0.9695636630058289  -0.21945789456367493,102.96724736690521  -89.57410603761673  1040.5960083007812,-1
55,1643,14,0.9999942779541016,0.9876878261566162  -0.07177203893661499  0.1390019953250885  0.1157911941409111  -0.262067973613739  -0.9580775499343872  0.10519115626811981  0.9623768925666809  -0.25053074955940247,6.483652163296938  48.650678247213364  890.906035900116,-1
55,1625,14,0.9999830722808838,0.9907835721969604  -0.06956528127193451  0.11622665077447891  0.09618372470140457  -0.2428550273180008  -0.9652824401855469  0.09537636488676071  0.96756511926651  -0.2339257150888443,3.414321690797806  46.89586162567139  889.6058201789856,-1
55,1520,14,0.9999935626983643,0.9907417297363281  0.11116062849760056  0.07793749868869781  0.11119778454303741  -0.3351024389266968  -0.9355968832969666  -0.0778844803571701  0.9356013536453247  -0.34436070919036865,-10.401529259979725  42.79257729649544  898.012638092041,-1
48,1648,14,0.9999983310699463,0.9938392639160156  -0.02173246257007122  0.10867985337972641  0.10462560504674911  -0.13955652713775635  -0.9846712350845337  0.036566317081451416  0.98997563123703  -0.13642296195030212,106.73674941062927  -37.96876221895218  1005.8441162109375,-1
54,38,15,0.9939952492713928,-0.6646554470062256  0.03891966864466667  0.7461356520652771  -0.3998008370399475  -0.8621677756309509  -0.31116926670074463  0.6311834454536438  -0.5051260590553284  0.5886045098304749,36.412861198186874  2.8875500429421663  894.7274088859558,-1
54,135,15,0.998259961605072,-0.5642874240875244  0.0658685490489006  0.8229466676712036  -0.43246904015541077  -0.8726867437362671  -0.22669056057929993  0.7032427191734314  -0.48381757736206055  0.520932137966156,60.173239558935165  -0.780806876718998  949.1920471191406,-1
59,37,15,0.9967262744903564,0.8459568023681641  0.10178197920322418  0.5234477519989014  -0.18345457315444946  -0.8661462068557739  0.46490365266799927  0.5007010102272034  -0.48931726813316345  -0.7140498757362366,-38.64869475364685  -35.13583913445473  935.2461695671082,-1
54,1025,15,0.9998800754547119,-0.8747005462646484  0.06735870242118835  0.47996023297309875  -0.1907719373703003  -0.9582036137580872  -0.2131945937871933  0.44553911685943604  -0.2780444025993347  0.8509912490844727,135.4253739118576  21.231064572930336  864.2081022262573,-1
59,648,15,0.9995642304420471,0.8248093128204346  -0.02165353298187256  -0.5649962425231934  0.3409489691257477  -0.7781000137329102  0.5275547504425049  -0.45104706287384033  -0.6277669668197632  -0.6344014406204224,125.07320940494537  -20.10451816022396  765.5277252197266,-1
54,530,15,0.9994775652885437,-0.3363448679447174  0.0823969841003418  0.938127338886261  -0.4268839955329895  -0.901282548904419  -0.07388897985219955  0.8394295573234558  -0.4253236949443817  0.3383156955242157,80.43032139539719  -8.998475968837738  817.0976042747498,-1
50,682,15,0.9999943971633911,-0.7288246750831604  0.6845319271087646  0.015193769708275795  -0.24033227562904358  -0.2765354812145233  0.9304667711257935  0.6411358118057251  0.6744955778121948  0.36606094241142273,-56.99010193347931  29.194969683885574  861.9741797447205,-1
50,1125,15,0.9999891519546509,-0.8926988244056702  0.4353550374507904  0.11642491072416306  -0.060030486434698105  -0.3709217309951782  0.9267217516899109  0.4466376006603241  0.8202945590019226  0.3572559654712677,-44.534653425216675  70.88549435138702  710.0857496261597,-1
56,128,15,0.9999504089355469,-0.989066481590271  -0.1241232231259346  0.07963060587644577  0.14142680168151855  -0.9513625502586365  0.2736927568912506  0.04178594797849655  0.28196221590042114  0.9585150480270386,-53.723983466625214  -41.685327887535095  838.4490013122559,-1
54,63,15,0.9989297986030579,-0.6363431811332703  0.02372130937874317  0.7710413932800293  -0.42223283648490906  -0.8472155928611755  -0.32240545749664307  0.6455902457237244  -0.530719518661499  0.5491357445716858,31.100932508707047  -25.00082738697529  873.6259937286377,-1
50,1745,15,0.9999982118606567,-0.9822339415550232  0.13504250347614288  0.13030686974525452  0.07820508629083633  -0.3366454243659973  0.9383782148361206  0.1705881804227829  0.9318976402282715  0.32010361552238464,-59.63796377182007  51.889851689338684  680.7321310043335,-1
59,88,15,0.9980366826057434,0.9254496693611145  0.05613652989268303  0.3746888041496277  -0.15813541412353516  -0.8414660692214966  0.5166510343551636  0.3442908525466919  -0.5373860597610474  -0.7698572278022766,-18.940148875117302  -54.66345325112343  931.3988089561462,-1
59,80,15,0.979937732219696,0.8821389675140381  0.0757371187210083  0.4648599624633789  -0.18094131350517273  -0.8567506074905396  0.48294803500175476  0.43484610319137573  -0.5101396441459656  -0.7420690655708313,-24.412451311945915  -44.507116079330444  917.0953035354614,-1
54,1024,15,0.9999488592147827,-0.8383643627166748  0.0614188015460968  0.5416391491889954  -0.22410181164741516  -0.9446136951446533  -0.23975728452205658  0.4969140887260437  -0.3223862648010254  0.8056944608688354,130.6198388338089  21.47737890481949  857.8808903694153,-1
56,119,15,0.9998728036880493,-0.9786502718925476  -0.1348579376935959  0.15510348975658417  0.1768980175256729  -0.9368907809257507  0.3015672266483307  0.10464631021022797  0.32256633043289185  0.9407444000244141,-56.591689586639404  -43.40297356247902  845.3566431999207,-1
54,1557,15,0.9999802112579346,-0.9876202940940857  0.008755413815379143  0.15661846101284027  -0.01969960331916809  -0.9974589943885803  -0.06846293807029724  0.15562109649181366  -0.07070071995258331  0.985283374786377,75.29357075691223  23.715289309620857  849.8188257217407,-1
56,132,15,0.9998353719711304,-0.956451416015625  -0.04144689813256264  -0.2889344394207001  0.1745959371328354  -0.8744978308677673  -0.45251554250717163  -0.23391708731651306  -0.4832558333873749  0.8436509370803833,-58.191630989313126  -50.40071904659271  879.3057799339294,-1
54,1089,15,0.9999423027038574,-0.9915258884429932  0.11458424478769302  -0.06121151149272919  -0.1297595500946045  -0.8961616158485413  0.4243311882019043  -0.006233733147382736  0.42867809534072876  0.9034358263015747,85.32768487930298  -10.992338880896568  786.5433692932129,-1
56,553,15,0.9977052807807922,-0.7324446439743042  -0.06158631294965744  -0.6780354380607605  0.3516994118690491  -0.8869565725326538  -0.29935890436172485  -0.5829516053199768  -0.4577285349369049  0.6713063716888428,-117.16772615909576  -3.914439585059881  808.3701729774475,-1
54,32,15,0.9921324849128723,-0.6584771275520325  0.04995471611618996  0.7509410381317139  -0.3960513770580292  -0.8714593052864075  -0.289313405752182  0.6399618983268738  -0.4879174530506134  0.5936206579208374,44.400669634342194  21.156061440706253  878.2025575637817,-1
50,640,15,0.9999115467071533,-0.7128427028656006  0.7012390494346619  0.010917875915765762  -0.26083341240882874  -0.27953606843948364  0.9240268468856812  0.65101557970047  0.655838131904602  0.38217177987098694,-83.10433477163315  28.6916084587574  871.4321255683899,-1
54,1547,15,0.9999957084655762,-0.9952936768531799  0.011118508875370026  0.09626440703868866  0.023746060207486153  -0.9351251721382141  0.35352107882499695  0.09394989162683487  0.3541432023048401  0.9304600954055786,73.4059065580368  25.000007823109627  839.7510647773743,-1
50,1733,15,0.9999979734420776,-0.9821504354476929  0.12311489880084991  0.14220865070819855  0.0911596342921257  -0.3497673571109772  0.9323909282684326  0.1645311564207077  0.9287118911743164  0.3323010206222534,-69.86664980649948  56.47433549165726  673.3303070068359,-1
50,653,15,0.9999942779541016,-0.7174232602119446  0.6966216564178467  -0.004721573553979397  -0.2676627039909363  -0.2693851888179779  0.9250883460044861  0.6431646347045898  0.664943516254425  0.3797227740287781,-74.94822889566422  23.888152092695236  865.4751181602478,-1
50,623,15,0.9999841451644897,-0.707677960395813  0.7065232992172241  0.004118232987821102  -0.2631097137928009  -0.2689402997493744  0.9265228509902954  0.6557174324989319  0.654596209526062  0.37621623277664185,-100.2882644534111  34.679774194955826  882.5260400772095,-1
54,1032,15,0.9999790191650391,-0.8944239020347595  0.08473416417837143  0.43911975622177124  -0.2059779018163681  -0.9495950937271118  -0.23631006479263306  0.39696240425109863  -0.30181029438972473  0.8667938113212585,137.8752440214157  27.87763811647892  854.0704250335693,-1
56,140,15,0.9999464750289917,-0.9609386324882507  -0.04077156260609627  -0.2737421989440918  0.1628550887107849  -0.883025586605072  -0.4401637315750122  -0.2237752079963684  -0.4675506055355072  0.8551731109619141,-52.111025899648666  -47.217853367328644  876.2255907058716,-1
54,537,15,0.9996446371078491,-0.32407650351524353  0.07999493181705475  0.9426428079605103  -0.4030792713165283  -0.9131242632865906  -0.0610869936645031  0.8558631539344788  -0.3997565805912018  0.32816633582115173,80.4486870765686  3.194590099155903  809.7726702690125,-1
54,524,15,0.9996333122253418,-0.3193943202495575  0.08980889618396759  0.9433565735816956  -0.4226837754249573  -0.904482901096344  -0.05700093135237694  0.8481305837631226  -0.41694730520248413  0.32684746384620667,86.03141456842422  -13.803372159600258  829.0295600891113,-1
59,1078,15,0.9989120960235596,0.5794931054115295  -0.014832292683422565  -0.8148421049118042  0.5053150057792664  -0.7779043316841125  0.3735259175300598  -0.6394095420837402  -0.6282076835632324  -0.44329527020454407,45.41438817977905  -3.7745959125459194  756.0747861862183,-1
54,595,15,0.9943406581878662,-0.32663312554359436  -0.383382648229599  0.8639030456542969  -0.35106775164604187  -0.7994304895401001  -0.4875062108039856  0.877531886100769  -0.4625242054462433  0.12652716040611267,97.10147976875305  10.193712078034878  766.8836712837219,-1
56,104,15,0.9945358037948608,-0.6408833265304565  -0.12813374400138855  -0.7568686604499817  0.11988992989063263  -0.9905786514282227  0.06618202477693558  -0.7582182884216309  -0.04832599312067032  0.6502074003219604,-106.62972182035446  -41.71872138977051  981.6131591796875,-1
59,114,15,0.9918227791786194,0.8919777870178223  0.06938116252422333  -0.4467235803604126  -0.10868886113166809  -0.926257848739624  -0.3608784079551697  -0.43881934881210327  0.37044939398765564  -0.8186603784561157,-1.5401511918753386  -68.92906874418259  919.966459274292,-1
59,1034,15,0.9995833039283752,0.5526926517486572  0.023086024448275566  -0.8330653309822083  0.49007710814476013  -0.8175132870674133  0.30248385667800903  -0.6740589141845703  -0.5754468441009521  -0.46314746141433716,69.06165182590485  4.395851865410805  767.7316069602966,-1
50,1066,15,0.9999885559082031,-0.8494909405708313  0.4885459840297699  0.19921830296516418  -0.006190057843923569  -0.38679400086402893  0.9221453666687012  0.5275667905807495  0.782120943069458  0.33160215616226196,-45.03299295902252  53.78292500972748  733.7114214897156,-1
54,577,15,0.9996126294136047,-0.36841052770614624  0.09612732380628586  0.9246800541877747  -0.3990759253501892  -0.9146878719329834  -0.06391104310750961  0.83965003490448  -0.39256301522254944  0.3753427267074585,75.89051872491837  14.381029643118382  801.0290861129761,-1
54,22,15,0.9993959665298462,-0.6722453832626343  0.01049765758216381  0.7402539849281311  -0.37622523307800293  -0.866004467010498  -0.32937973737716675  0.6376055479049683  -0.49992626905441284  0.5861169695854187,40.87045416235924  1.4578354312106967  865.747332572937,-1
59,132,15,0.996951699256897,0.9102593660354614  0.07441466301679611  0.40729638934135437  -0.16499584913253784  -0.837036669254303  0.5216763019561768  0.3797423243522644  -0.5420628190040588  -0.7496423125267029,-11.857451871037483  -63.33649158477783  933.5174560546875,-1
56,753,15,0.9973220229148865,-0.5585272312164307  -0.020869247615337372  -0.8292236328125  0.40240463614463806  -0.8809851408004761  -0.2488694190979004  -0.7253400087356567  -0.47268378734588623  0.5004519820213318,-109.37150567770004  5.759669933468103  755.5809617042542,-1
56,578,15,0.9969136714935303,-0.7549699544906616  -0.035481058061122894  -0.6547989249229431  0.34647101163864136  -0.8693653345108032  -0.35236644744873047  -0.5567570924758911  -0.4928949177265167  0.668637752532959,-90.8498466014862  -12.655491940677166  814.8732781410217,-1
59,710,15,0.9993298053741455,0.8449147343635559  0.035981353372335434  -0.533689558506012  0.3642688989639282  -0.7693275213241577  0.5248270630836487  -0.3916980028152466  -0.6378406286239624  -0.6631230115890503,117.43715405464172  -6.223860662430525  762.5165581703186,-1
50,1058,15,0.9999945163726807,-0.8654670119285583  0.47904911637306213  0.14655663073062897  -0.0633639469742775  -0.39487674832344055  0.9165464043617249  0.49694257974624634  0.7839543223381042  0.37210723757743835,-43.43780875205994  54.42102253437042  731.2046885490417,-1
59,523,15,0.9997511506080627,0.9058153629302979  0.059176377952098846  -0.41951969265937805  0.31092092394828796  -0.7654796838760376  0.5633552670478821  -0.2877964377403259  -0.6407333016395569  -0.7117823362350464,125.99872052669525  1.288191881030798  765.5891180038452,-1
56,1124,15,0.9992864727973938,-0.29150018095970154  -0.02878437377512455  -0.9561377167701721  0.47257569432258606  -0.8733841180801392  -0.11778229475021362  -0.8316850066184998  -0.48618102073669434  0.26819437742233276,-102.18441486358643  3.595874644815922  760.7409358024597,-1
54,1178,15,0.9999279975891113,-0.9643484950065613  0.01797218807041645  0.2640247046947479  -0.12003233283758163  -0.9188655614852905  -0.37587007880210876  0.23584799468517303  -0.3941612243652344  0.8882638812065125,26.27127803862095  1.8875846872106194  951.9657492637634,-1
50,1592,15,0.9999862909317017,-0.9674926400184631  0.19590339064598083  0.15993718802928925  0.08271363377571106  -0.3525177836418152  0.932142436504364  0.23899060487747192  0.9150700569152832  0.32485443353652954,-46.531811356544495  51.63104459643364  746.7626929283142,-1
56,634,15,0.9923072457313538,-0.690555989742279  -0.0326952263712883  -0.7225396037101746  0.35223451256752014  -0.8877130746841431  -0.29647329449653625  -0.6317145228385925  -0.4592348337173462  0.6245319843292236,-106.94282501935959  -15.477707609534264  828.3811211585999,-1
59,1060,15,0.9990288019180298,0.5488041043281555  0.004908215254545212  -0.8359366655349731  0.49142831563949585  -0.8108377456665039  0.31786873936653137  -0.6762486696243286  -0.5852505564689636  -0.44740304350852966,61.24616786837578  3.458295715972781  775.7067680358887,-1
59,530,15,0.999249279499054,0.915177047252655  0.08440661430358887  -0.3941149115562439  0.3154812455177307  -0.758574903011322  0.5701191425323486  -0.2508438527584076  -0.6460957527160645  -0.7208589911460876,122.29432910680771  5.981343798339367  767.1796679496765,-1
50,1678,15,0.9999940395355225,-0.9764973521232605  0.14490647614002228  0.1595461368560791  0.09680792689323425  -0.3664902448654175  0.9253718852996826  0.1925644874572754  0.919068455696106  0.34384867548942566,-62.61931359767914  56.98199197649956  708.9047431945801,-1
54,90,15,0.9997490048408508,-0.5286240577697754  0.06527554988861084  0.8463425040245056  -0.42315712571144104  -0.8845855593681335  -0.1960780918598175  0.735863208770752  -0.46178746223449707  0.49523499608039856,58.8080957531929  3.6555298138409853  855.8269143104553,-1
59,1132,15,0.9986679553985596,0.4373725354671478  -0.026679005473852158  -0.898884654045105  0.521693766117096  -0.8066426515579224  0.27778303623199463  -0.7324895858764648  -0.590437114238739  -0.33888497948646545,66.07802957296371  12.951337732374668  755.6952238082886,-1
50,1778,15,0.9999963045120239,-0.9875463843345642  0.11296360939741135  0.10950542241334915  0.06828179955482483  -0.31931841373443604  0.9451842308044434  0.14173853397369385  0.9408905506134033  0.3076283633708954,-49.588676542043686  44.776272028684616  668.113112449646,-1
59,29,15,0.9977028965950012,0.8655537962913513  0.08590934425592422  0.49339258670806885  -0.18089979887008667  -0.8650314807891846  0.4679698050022125  0.4670030474662781  -0.49430766701698303  -0.7331904172897339,-23.443222045898438  -38.65721821784973  941.4276480674744,-1
50,1782,15,0.9999990463256836,-0.9885996580123901  0.10702236741781235  0.10590909421443939  0.0664777159690857  -0.3208801746368408  0.9447839260101318  0.13509713113307953  0.9410538077354431  0.3101074993610382,-51.57099291682243  42.93445497751236  664.3636226654053,-1
59,1027,15,0.9996964931488037,0.568509578704834  0.027271274477243423  -0.8222245573997498  0.4814448356628418  -0.8214594721794128  0.30563876032829285  -0.66708904504776  -0.5696142911911011  -0.4801371693611145,80.1595151424408  3.416643710806966  765.7130360603333,-1
